time_steps,reward ep.,length
1802240,-0.3,74.4
1807360,-0.8800000000000001,113.2
1812480,-0.039999999999999994,79.2
1817600,-0.26,100.8
1822720,-1.22,62.0
1827840,-0.5,87.6
1832960,-0.5,86.6
1838080,-0.42000000000000004,77.8
1843200,-0.32,96.8
1848320,-0.21999999999999997,91.2
1853440,-0.9800000000000001,65.2
1858560,-0.30000000000000004,85.4
1863680,-0.2,66.0
1868800,0.16000000000000003,87.0
1873920,-0.5199999999999999,76.8
1879040,-0.8200000000000001,94.4
1884160,-0.9,90.8
1889280,-1.3199999999999998,84.8
1894400,-0.78,86.4
1899520,-0.2,89.0
1904640,-0.9800000000000001,83.8
1909760,0.019999999999999973,87.6
1914880,-1.2200000000000002,98.4
1920000,-1.02,96.0
1925120,-0.7200000000000001,90.4
1930240,-1.1800000000000002,78.4
1935360,-0.8,105.6
1940480,0.16000000000000006,102.4
1945600,-0.7399999999999999,110.4
1950720,-0.28,101.6
1955840,0.26,117.8
1960960,-0.26,92.6
1966080,-0.76,89.2
1971200,-0.5,130.8
1976320,-0.6000000000000003,109.0
1981440,-1.2600000000000002,95.0
1986560,-1.1,106.0
1991680,-0.9,112.4
1996800,-1.38,60.0
2001920,-0.4400000000000001,99.8
2007040,-0.74,89.0
2012160,-1.2200000000000002,93.6
2017280,-0.24,97.2
2022400,-0.45999999999999996,96.0
2027520,-1.0,63.2
2032640,-1.399999999999998,113.2
2037760,-0.78,105.6
2042880,-1.2400000000000004,76.4
2048000,-1.2200000000000002,102.8
2053120,-1.6800000000000004,101.2
2058240,-0.8,104.0
2063360,-0.76,61.2
2068480,-0.24,102.6
2073600,-1.08,94.2
2078720,-1.6600000000000001,95.2
2083840,-0.20000000000000004,105.8
2088960,-0.52,69.8
2094080,-0.8400000000000001,76.4
2099200,-1.26,97.8
2104320,-1.2600000000000002,93.0
2109440,-1.0400000000000003,82.0
2114560,-1.7399999999999998,94.8
2119680,-0.45999999999999996,118.4
2124800,-0.82,125.2
2129920,-0.9400000000000001,106.0
2135040,-0.9199999999999999,108.4
2140160,-0.21999999999999997,91.6
2145280,-1.1,88.4
2150400,-0.8,120.0
2155520,-0.9800000000000001,78.8
2160640,-0.8400000000000001,98.4
2165760,-1.1400000000000001,123.2
2170880,-0.4600000000000001,91.6
2176000,-1.04,85.2
2181120,-0.44000000000000006,67.2
2186240,-0.9799999999999999,102.8
2191360,-0.38000000000000006,120.4
2196480,-1.86,91.6
2201600,-1.2600000000000002,67.6
2206720,-1.1800000000000002,94.4
2211840,-0.4800000000000001,84.8
2216960,-0.38,77.2
2222080,-1.16,86.4
2227200,-1.44,93.6
2232320,-1.0600000000000005,100.6
2237440,-0.26,73.2
2242560,-0.64,111.4
2247680,-0.76,113.2
2252800,-0.25999999999999995,103.2
2257920,-1.1,119.8
2263040,-0.28000000000000025,109.2
2268160,-0.6599999999999999,87.2
2273280,-0.76,82.8
2278400,-0.9,93.4
2283520,-0.42000000000000004,74.4
2288640,-0.2,75.4
2293760,-0.5,81.2
2298880,-1.1999999999999997,114.6
2304000,-0.9000000000000001,90.8
2309120,-1.08,110.4
2314240,-1.1400000000000001,79.2
2319360,-0.8400000000000001,119.2
2324480,-0.52,94.6
2329600,-0.9400000000000001,75.4
2334720,-1.8400000000000003,84.4
2339840,-0.21999999999999997,132.0
2344960,-0.5199999999999999,64.0
2350080,-0.76,106.0
2355200,-0.9799999999999999,109.4
2360320,-1.2,80.6
2365440,-1.3200000000000003,95.8
2370560,-1.02,86.2
2375680,-0.54,85.4
2380800,-0.5800000000000001,96.2
2385920,-1.12,72.4
2391040,-0.66,80.4
2396160,-0.76,101.6
2401280,-1.4,112.4
2406400,-1.1800000000000002,89.2
2411520,-1.36,112.0
2416640,-0.9600000000000002,92.8
2421760,-1.42,82.8
2426880,-1.04,81.6
2432000,-1.2200000000000002,128.0
2437120,-1.02,74.0
2442240,-1.0200000000000002,93.0
2447360,-1.1800000000000002,79.0
2452480,-1.02,82.0
2457600,-0.8200000000000001,100.4
2462720,-1.06,93.2
2467840,-0.9,63.6
2472960,-0.56,78.8
2478080,-0.8600000000000001,93.2
2483200,-0.5599999999999999,131.2
2488320,-1.48,94.8
2493440,-0.23999999999999994,109.2
2498560,-1.1,94.0
2503680,-0.5,67.6
2508800,-1.6600000000000001,105.4
2513920,-1.4400000000000002,89.4
2519040,-0.8,106.8
2524160,-1.1400000000000001,97.6
2529280,-0.09999999999999998,98.4
2534400,-0.6000000000000001,67.0
2539520,0.040000000000000036,67.6
2544640,-0.9199999999999999,92.6
2549760,-0.74,107.6
2554880,-0.78,81.6
2560000,-0.76,119.2
2565120,-0.16,76.8
2570240,-0.28,90.6
2575360,-0.5200000000000001,116.4
2580480,-0.42000000000000004,83.4
2585600,-0.6000000000000001,75.6
2590720,-0.06000000000000005,73.4
2595840,-0.82,71.4
2600960,-0.6599999999999999,86.4
2606080,-1.2200000000000002,95.2
2611200,-0.62,69.2
2616320,-0.19999999999999998,87.2
2621440,-0.9799999999999999,91.6
2626560,-1.0799999999999998,76.8
2631680,-0.64,93.6
2636800,-0.16,97.4
2641920,-1.2,67.0
2647040,-0.58,113.8
2652160,-0.7,115.6
2657280,-0.8600000000000001,83.4
2662400,-0.3,70.8
2667520,-0.56,93.2
2672640,-0.8400000000000001,108.0
2677760,-1.06,82.8
2682880,-1.1400000000000001,81.2
2688000,-0.9199999999999999,78.8
2693120,-1.2200000000000002,89.6
2698240,-0.76,89.6
2703360,-0.22000000000000003,103.6
2708480,-0.6399999999999999,99.6
2713600,-0.8799999999999999,66.8
2718720,-0.6199999999999999,102.8
2723840,-0.82,107.0
2728960,-1.1,75.8
2734080,-0.3,79.4
2739200,-1.2,89.4
2744320,-0.5799999999999998,142.4
2749440,-0.9199999999999999,94.8
2754560,-0.4,111.2
2759680,-0.2,114.8
2764800,-0.52,124.0
2769920,-0.4,96.8
2775040,-0.54,76.0
2780160,-0.8400000000000001,90.0
2785280,-0.28,121.6
2790400,-0.6599999999999999,70.4
2795520,-0.86,88.8
2800640,-0.8600000000000001,69.2
2805760,0.15999999999999998,99.6
2810880,0.020000000000000018,81.8
2816000,-0.32,69.8
2821120,0.4,88.4
2826240,-0.54,107.2
2831360,-0.32000000000000006,108.0
2836480,-0.54,120.0
2841600,-0.6600000000000001,121.2
2846720,-1.1400000000000001,61.2
2851840,-0.8,104.0
2856960,-1.12,106.8
2862080,-0.96,89.2
2867200,-0.5999999999999999,83.0
2872320,-0.25999999999999995,104.8
2877440,-0.1,111.8
2882560,-0.54,76.4
2887680,-1.3000000000000003,70.0
2892800,-0.020000000000000018,113.6
2897920,-0.7200000000000001,71.6
2903040,-1.08,101.6
2908160,-0.41999999999999993,133.4
2913280,-0.38,62.8
2918400,-0.6599999999999999,95.6
2923520,-0.96,106.6
2928640,-1.12,105.4
2933760,-1.44,103.0
2938880,-1.9200000000000004,93.2
2944000,-1.02,82.8
2949120,-1.8199999999999998,77.6
2954240,-0.6,114.4
2959360,-1.0,92.0
2964480,-0.8600000000000001,113.8
2969600,-1.0599999999999998,105.0
2974720,-1.08,110.0
2979840,-0.6,74.8
2984960,-0.4600000000000001,65.8
2990080,-0.74,93.0
2995200,-0.74,79.0
3000320,-0.4800000000000001,117.0
3005440,-0.72,72.4
3010560,-0.36000000000000004,67.4
3015680,-0.76,103.8
3020800,-0.8399999999999999,92.4
3025920,-0.82,90.4
3031040,-1.08,102.8
3036160,-0.78,75.6
3041280,-0.14000000000000004,82.8
3046400,-0.5599999999999999,95.8
3051520,-0.8800000000000001,73.0
3056640,-0.9199999999999999,108.8
3061760,-0.6599999999999999,94.0
3066880,-0.21999999999999997,99.4
3072000,-0.3,109.4
3077120,-0.8,104.4
3082240,-0.42000000000000004,100.4
3087360,-0.64,103.6
3092480,-1.3599999999999999,90.4
3097600,-0.9800000000000001,102.8
3102720,-1.4600000000000002,73.2
3107840,-0.12000000000000002,62.2
3112960,-1.06,139.0
3118080,-0.9600000000000002,76.8
3123200,0.13999999999999999,86.2
3128320,-0.42000000000000004,77.0
3133440,-0.45999999999999996,79.2
3138560,-1.1,78.8
3143680,-0.5599999999999999,71.2
3148800,-0.58,87.6
3153920,-1.28,91.6
3159040,-0.78,113.6
3164160,-0.76,96.0
3169280,-0.8,90.0
3174400,-0.8600000000000001,78.0
3179520,-1.0000000000000002,84.0
3184640,-0.64,78.6
3189760,-0.52,65.0
3194880,-0.20000000000000004,79.2
3200000,-1.6,80.0
3205120,-1.1,106.2
3210240,-0.5599999999999999,85.0
3215360,-1.2,86.0
3220480,-0.8400000000000001,85.2
3225600,-0.8,108.8
3230720,-0.96,77.2
3235840,-0.6199999999999999,82.4
3240960,-0.3,94.8
3246080,0.039999999999999994,75.2
3251200,-0.14000000000000004,79.4
3256320,0.39999999999999997,94.2
3261440,-0.039999999999999994,98.2
3266560,-0.04000000000000001,103.0
3271680,-1.36,82.4
3276800,-0.9400000000000001,92.4
3281920,-0.27999999999999997,67.6
3287040,0.14,121.2
3292160,-0.9,76.8
3297280,-1.28,112.8
3302400,-0.8600000000000001,67.2
3307520,-0.6399999999999999,85.6
3312640,-0.9799999999999999,107.6
3317760,-0.64,58.4
3322880,-0.9800000000000001,58.4
3328000,-0.26,76.8
3333120,-0.72,86.4
3338240,-0.2,68.0
3343360,-1.0399999999999998,81.2
3348480,-0.8400000000000001,118.4
3353600,-0.76,95.6
3358720,-0.5600000000000002,71.8
3363840,-0.18,83.0
3368960,-0.66,122.4
3374080,-0.7,59.6
3379200,-1.3599999999999999,112.4
3384320,0.3,73.4
3389440,-1.0,100.2
3394560,-0.9399999999999998,72.8
3399680,-0.9199999999999999,97.2
3404800,-0.4,124.4
3409920,-0.7,85.6
3415040,-0.58,92.4
3420160,-0.96,72.8
3425280,-0.6800000000000002,116.0
3430400,-0.9199999999999999,75.4
3435520,-0.54,81.0
3440640,0.36,104.6
3445760,-0.64,51.0
3450880,-0.82,95.2
3456000,-0.74,91.2
3461120,-1.22,112.4
3466240,-0.82,59.8
3471360,-0.45999999999999996,97.0
3476480,-0.9400000000000001,92.0
3481600,-0.8400000000000001,101.6
3486720,-0.3,71.4
3491840,-0.8400000000000001,107.4
3496960,-0.54,97.0
3502080,-0.38,93.4
3507200,0.4,89.4
3512320,-0.72,92.2
3517440,-0.8400000000000001,65.6
3522560,0.019999999999999973,113.6
3527680,-0.72,77.8
3532800,-1.4,86.2
3537920,-0.33999999999999997,99.2
3543040,-0.019999999999999952,66.6
3548160,-0.78,91.0
3553280,-0.4,78.4
3558400,-0.7,112.8
3563520,-0.64,102.8
3568640,-0.6400000000000001,89.2
3573760,-0.38,117.4
3578880,-0.52,67.4
3584000,-0.33999999999999997,95.2
3589120,-1.0,104.0
3594240,-1.16,84.0
3599360,-0.9800000000000001,63.2
3604480,-0.3,65.6
3609600,0.42000000000000004,110.0
3614720,-0.82,84.0
3619840,-1.1400000000000001,91.2
3624960,-0.18,82.8
3630080,-0.45999999999999996,86.4
3635200,-0.4600000000000001,123.6
3640320,-0.5199999999999999,92.8
3645440,-0.25999999999999995,118.6
3650560,-0.7200000000000001,89.8
3655680,-0.76,82.4
3660800,-1.3800000000000001,109.0
3665920,-0.36,115.4
3671040,-0.18,103.2
3676160,-1.1199999999999999,72.4
3681280,-1.1600000000000001,70.4
3686400,-1.24,78.4
3691520,-1.2,110.8
3696640,-1.34,82.4
3701760,-0.86,92.0
3706880,-1.6199999999999999,118.0
3712000,-0.24,73.4
3717120,-1.08,81.0
3722240,-0.5599999999999999,82.4
3727360,0.019999999999999997,133.0
3732480,-1.2,58.6
3737600,-1.48,60.0
3742720,-1.26,80.8
3747840,-0.44000000000000006,105.8
3752960,0.42000000000000004,105.4
3758080,0.16,102.0
3763200,-0.12000000000000002,101.6
3768320,-0.26,94.0
3773440,-0.86,62.8
3778560,-0.8600000000000001,93.2
3783680,-1.1600000000000001,70.8
3788800,-0.3,82.0
3793920,-0.38,85.0
3799040,-0.72,102.4
3804160,-0.42000000000000004,98.6
3809280,-0.45999999999999996,78.8
3814400,-1.2,82.0
3819520,-1.02,90.4
3824640,-0.9199999999999999,79.2
3829760,-2.4600000000000004,79.6
3834880,-0.5,93.6
3840000,-0.42000000000000004,85.6
3845120,-0.30000000000000004,92.4
3850240,-0.9,93.2
3855360,-0.8800000000000001,105.2
3860480,-0.3,133.2
3865600,-1.2,78.4
3870720,-0.9,75.2
3875840,-0.6599999999999999,92.8
3880960,-1.1,109.4
3886080,-1.58,115.0
3891200,-0.68,98.4
3896320,-1.02,80.4
3901440,-1.12,92.0
3906560,-0.44000000000000006,108.8
3911680,0.19999999999999996,84.6
3916800,-0.45999999999999996,114.6
3921920,-0.8,66.4
3927040,-0.9800000000000001,82.8
3932160,-0.18000000000000008,114.0
3937280,-1.0,89.8
3942400,-0.76,133.0
3947520,-0.36,89.4
3952640,-0.10000000000000002,98.6
3957760,-0.7,93.6
3962880,-0.44000000000000006,64.8
3968000,-0.9600000000000003,84.8
3973120,-1.1800000000000002,88.8
3978240,-1.1199999999999999,76.8
3983360,-1.22,93.2
3988480,-0.48,93.0
3993600,-0.8400000000000001,88.6
3998720,-1.02,103.2
4003840,-0.76,92.4
4008960,-0.26000000000000006,90.0
4014080,-0.8800000000000001,70.8
4019200,-0.74,110.8
4024320,-1.4200000000000004,98.8
4029440,-0.32,91.6
4034560,-0.8,111.6
4039680,0.4800000000000001,104.2
4044800,-0.2,78.2
4049920,-0.4,97.8
4055040,-1.4,104.2
4060160,-0.5599999999999999,117.6
4065280,0.22000000000000003,97.6
4070400,-0.72,68.2
4075520,-0.44000000000000006,112.4
4080640,-1.08,89.8
4085760,-0.96,94.8
4090880,-0.54,91.2
4096000,-0.44000000000000006,61.2
4101120,-0.56,79.6
4106240,-1.1,92.8
4111360,-1.3800000000000001,79.2
4116480,-0.52,102.8
4121600,-0.6799999999999999,77.6
4126720,-0.039999999999999904,101.6
4131840,-1.06,106.4
4136960,-1.02,86.4
4142080,-0.5,95.6
4147200,-0.5599999999999999,116.8
4152320,-0.9399999999999998,72.4
4157440,-0.86,116.8
4162560,-1.02,74.4
4167680,-0.43999999999999995,100.4
4172800,0.06000000000000003,67.0
4177920,-0.6399999999999999,71.0
4183040,-1.32,78.4
4188160,-0.78,98.0
4193280,-0.62,86.4
4198400,-0.6,65.2
4203520,-0.34,98.8
4208640,-0.2800000000000001,81.8
4213760,-0.78,109.0
4218880,-0.08000000000000003,96.8
4224000,-0.7799999999999999,74.0
4229120,-0.020000000000000018,73.6
4234240,0.019999999999999973,91.4
4239360,-0.72,66.2
4244480,-0.4,103.2
4249600,-0.9800000000000001,130.4
4254720,-0.5800000000000001,81.2
4259840,-0.42000000000000004,104.0
4264960,-1.08,78.0
4270080,0.09999999999999996,92.0
4275200,-1.0,76.8
4280320,-0.72,118.4
4285440,-0.8,96.4
4290560,-0.96,103.2
4295680,-0.54,101.2
4300800,-0.27999999999999997,88.0
4305920,-0.7200000000000001,96.2
4311040,-0.44000000000000006,77.0
4316160,-0.7,80.8
4321280,-0.18000000000000002,93.6
4326400,-0.18,87.8
4331520,-1.0400000000000003,97.2
4336640,-0.6,83.0
4341760,-0.18000000000000008,98.4
4346880,-1.3599999999999999,112.0
4352000,-1.0,64.0
4357120,-1.4,110.0
4362240,-0.56,106.0
4367360,0.06000000000000001,83.8
4372480,-0.06000000000000005,72.4
4377600,0.13999999999999993,93.2
4382720,-1.06,104.6
4387840,-0.4,101.6
4392960,-0.4000000000000001,80.2
4398080,-1.38,75.8
4403200,-1.2,92.8
4408320,-0.15999999999999992,98.0
4413440,-0.72,88.6
4418560,-0.86,112.2
4423680,-0.4200000000000001,95.6
4428800,-0.4200000000000001,99.6
4433920,-0.9400000000000001,141.6
4439040,-1.1400000000000001,76.0
4444160,-1.6200000000000003,81.6
4449280,-0.76,101.2
4454400,-0.24000000000000005,87.2
4459520,-0.6200000000000001,105.2
4464640,-1.2399999999999998,95.2
4469760,-1.1199999999999999,75.2
4474880,-1.06,89.8
4480000,-0.9,88.2
4485120,-0.7,93.2
4490240,-0.6,91.6
4495360,-1.1199999999999999,85.2
4500480,-0.6000000000000001,97.0
4505600,-1.6199999999999999,99.4
4510720,-0.5199999999999999,96.2
4515840,-0.6399999999999999,92.0
4520960,-1.2,72.2
4526080,-1.06,70.4
4531200,-1.44,107.2
4536320,-0.5,98.8
4541440,-1.3,102.8
4546560,-0.6,93.2
4551680,-0.62,98.6
4556800,-1.42,103.0
4561920,-0.74,103.6
4567040,-0.12000000000000002,66.8
4572160,-1.1800000000000002,69.2
4577280,-1.2000000000000002,106.0
4582400,-0.72,114.8
4587520,-2.22,112.0
4592640,-0.9800000000000001,92.8
4597760,-1.56,85.2
4602880,-0.6000000000000001,106.8
4608000,-1.0,107.6
4613120,-0.7,96.0
4618240,-1.1,103.2
4623360,-1.6800000000000002,121.6
4628480,-0.74,116.0
4633600,-1.46,99.2
4638720,-1.72,127.6
4643840,-1.14,60.8
4648960,-0.42000000000000004,87.0
4654080,-0.07999999999999999,84.0
4659200,-0.48,79.2
4664320,-1.08,73.0
4669440,-0.3000000000000001,100.2
4674560,-1.0,81.4
4679680,0.32,85.8
4684800,-0.68,120.6
4689920,-0.6,120.8
4695040,-0.64,120.8
