time_steps,reward ep.,length
742400,1.732,20.6
747520,0.148,12.2
752640,0.28800000000000014,17.8
757760,1.3800000000000001,10.4
762880,0.6780000000000002,19.2
768000,0.612,14.8
773120,0.2819999999999999,18.8
778240,0.522,12.0
783360,1.0000000000000002,12.4
788480,0.658,20.4
793600,-0.48200000000000004,11.4
798720,-0.001999999999999913,9.2
803840,1.158,12.6
808960,0.8640000000000001,8.8
814080,0.11199999999999996,12.8
819200,0.11800000000000006,11.4
824320,-2.1960000000000006,19.8
829440,0.6080000000000001,14.4
834560,0.49800000000000005,11.8
839680,0.11800000000000015,19.6
844800,1.0020000000000002,18.8
849920,-0.49399999999999994,11.4
855040,0.786,16.0
860160,0.812,18.4
865280,-0.238,17.0
870400,-0.03399999999999999,13.6
875520,0.906,19.4
880640,1.224,6.8
885760,0.5360000000000003,29.2
890880,0.932,22.2
896000,0.898,10.6
901120,0.8640000000000001,6.2
906240,0.5780000000000001,13.8
911360,0.5559999999999999,15.4
916480,-0.07399999999999994,25.2
921600,0.8640000000000002,16.0
926720,0.17199999999999993,15.2
931840,-0.10200000000000002,10.6
936960,0.528,10.2
942080,1.08,22.6
947200,1.3900000000000001,10.8
952320,0.4780000000000001,9.0
957440,1.2240000000000002,14.4
962560,1.3960000000000001,25.4
967680,0.10600000000000001,13.6
972800,0.356,15.0
977920,0.626,10.8
983040,0.08199999999999999,11.2
988160,0.15199999999999997,20.0
993280,0.798,10.8
998400,0.196,18.0
